Crash_Year,Crash_PoliceRegion,Casualty_Severity,Casualty_AgeGroup,Casualty_Gender,Casualty_Road_User_Type,Casualty_Restraint_Helmet_Use,Casualty_Count
2015,Northern,Minor injury,60 to 74,Male,Vehicle Occupant,Restraint Use Not determined,2
2015,Northern,Minor injury,75 and over,Male,Vehicle Occupant,Restrained,3
2015,Northern,Minor injury,75 and over,Male,Vehicle Occupant,Restraint Use Not determined,1
2015,Northern,Minor injury,Unknown,Male,Bicyclist,Helmet Use Not determined,1
2015,South Eastern,Fatality,17 to 24,Female,Vehicle Occupant,Restrained,1
2015,South Eastern,Fatality,30 to 39,Female,Vehicle Occupant,Unrestrained,1
2015,South Eastern,Fatality,50 to 59,Female,Motorcyclist,Helmet Worn,1
2015,South Eastern,Fatality,50 to 59,Female,Vehicle Occupant,Restrained,1
2015,South Eastern,Fatality,17 to 24,Male,Motorcyclist,Helmet Worn,1
2015,South Eastern,Fatality,17 to 24,Male,Vehicle Occupant,Restrained,1
2015,South Eastern,Fatality,17 to 24,Male,Vehicle Occupant,Restraint Use Not determined,2
2015,South Eastern,Fatality,25 to 29,Male,Motorcyclist,Helmet Worn,1
2015,South Eastern,Fatality,25 to 29,Male,Vehicle Occupant,Not applicable,1
2015,South Eastern,Fatality,30 to 39,Male,Motorcyclist,Helmet Worn,7
2015,South Eastern,Fatality,40 to 49,Male,Motorcyclist,Helmet Worn,3
2015,South Eastern,Fatality,40 to 49,Male,Vehicle Occupant,Restrained,1
2015,South Eastern,Fatality,50 to 59,Male,Motorcyclist,Helmet Worn,2
2015,South Eastern,Fatality,50 to 59,Male,Vehicle Occupant,Restraint Use Not determined,1
2015,South Eastern,Fatality,60 to 74,Male,Vehicle Occupant,Restrained,1
2015,South Eastern,Fatality,60 to 74,Male,Vehicle Occupant,Unrestrained,1
2015,South Eastern,Fatality,75 and over,Male,Vehicle Occupant,Unrestrained,1
2015,South Eastern,Hospitalised,0 to 16,Female,Motorcyclist,Helmet Worn,2
2015,South Eastern,Hospitalised,0 to 16,Female,Vehicle Occupant,Restrained,30
2015,South Eastern,Hospitalised,0 to 16,Female,Vehicle Occupant,Restraint Use Not determined,2
2015,South Eastern,Hospitalised,17 to 24,Female,Bicyclist,Helmet Not Worn,1
2015,South Eastern,Hospitalised,17 to 24,Female,Bicyclist,Helmet Worn,2
2015,South Eastern,Hospitalised,17 to 24,Female,Motorcyclist,Helmet Worn,1
2015,South Eastern,Hospitalised,17 to 24,Female,Vehicle Occupant,Not applicable,1
2015,South Eastern,Hospitalised,17 to 24,Female,Vehicle Occupant,Restrained,89
2015,South Eastern,Hospitalised,17 to 24,Female,Vehicle Occupant,Restraint Use Not determined,15
2015,South Eastern,Hospitalised,17 to 24,Female,Vehicle Occupant,Unrestrained,1
2015,South Eastern,Hospitalised,25 to 29,Female,Bicyclist,Helmet Worn,1
2015,South Eastern,Hospitalised,25 to 29,Female,Motorcyclist,Helmet Worn,3
2015,South Eastern,Hospitalised,25 to 29,Female,Vehicle Occupant,Restrained,32
2015,South Eastern,Hospitalised,25 to 29,Female,Vehicle Occupant,Restraint Use Not determined,9
2015,South Eastern,Hospitalised,30 to 39,Female,Motorcyclist,Helmet Worn,3
2015,South Eastern,Hospitalised,30 to 39,Female,Vehicle Occupant,Restrained,70
2015,South Eastern,Hospitalised,30 to 39,Female,Vehicle Occupant,Restraint Use Not determined,12
2015,South Eastern,Hospitalised,40 to 49,Female,Bicyclist,Helmet Worn,2
2015,South Eastern,Hospitalised,40 to 49,Female,Motorcyclist,Helmet Worn,3
2015,South Eastern,Hospitalised,40 to 49,Female,Vehicle Occupant,Restrained,51
2015,South Eastern,Hospitalised,40 to 49,Female,Vehicle Occupant,Restraint Use Not determined,6
2015,South Eastern,Hospitalised,40 to 49,Female,Vehicle Occupant,Unrestrained,1
2015,South Eastern,Hospitalised,50 to 59,Female,Bicyclist,Helmet Worn,3
2015,South Eastern,Hospitalised,50 to 59,Female,Motorcyclist,Helmet Worn,7
2015,South Eastern,Hospitalised,50 to 59,Female,Vehicle Occupant,Restrained,32
2015,South Eastern,Hospitalised,50 to 59,Female,Vehicle Occupant,Restraint Use Not determined,3
2015,South Eastern,Hospitalised,60 to 74,Female,Bicyclist,Helmet Worn,1
2015,South Eastern,Hospitalised,60 to 74,Female,Motorcyclist,Helmet Worn,2
2015,South Eastern,Hospitalised,60 to 74,Female,Vehicle Occupant,Not applicable,1
2015,South Eastern,Hospitalised,60 to 74,Female,Vehicle Occupant,Restrained,42
2015,South Eastern,Hospitalised,60 to 74,Female,Vehicle Occupant,Restraint Use Not determined,5
2015,South Eastern,Hospitalised,75 and over,Female,Vehicle Occupant,Restrained,18
2015,South Eastern,Hospitalised,75 and over,Female,Vehicle Occupant,Restraint Use Not determined,2
2015,South Eastern,Hospitalised,Unknown,Female,Vehicle Occupant,Restrained,1
2015,South Eastern,Hospitalised,Unknown,Female,Vehicle Occupant,Restraint Use Not determined,1
2015,South Eastern,Hospitalised,0 to 16,Male,Bicyclist,Helmet Not Worn,5
2015,South Eastern,Hospitalised,0 to 16,Male,Bicyclist,Helmet Use Not determined,2
2015,South Eastern,Hospitalised,0 to 16,Male,Bicyclist,Helmet Worn,4
2015,South Eastern,Hospitalised,0 to 16,Male,Motorcyclist,Helmet Worn,2
2015,South Eastern,Hospitalised,0 to 16,Male,Vehicle Occupant,Restrained,21
2015,South Eastern,Hospitalised,0 to 16,Male,Vehicle Occupant,Restraint Use Not determined,1
2015,South Eastern,Hospitalised,0 to 16,Male,Vehicle Occupant,Unrestrained,1
2015,South Eastern,Hospitalised,17 to 24,Male,Bicyclist,Helmet Not Worn,2
2015,South Eastern,Hospitalised,17 to 24,Male,Bicyclist,Helmet Use Not determined,2
2015,South Eastern,Hospitalised,17 to 24,Male,Bicyclist,Helmet Worn,4
2015,South Eastern,Hospitalised,17 to 24,Male,Motorcyclist,Helmet Use Not determined,1
2015,South Eastern,Hospitalised,17 to 24,Male,Motorcyclist,Helmet Worn,29
2015,South Eastern,Hospitalised,17 to 24,Male,Vehicle Occupant,Not applicable,1
2015,South Eastern,Hospitalised,17 to 24,Male,Vehicle Occupant,Restrained,64
2015,South Eastern,Hospitalised,17 to 24,Male,Vehicle Occupant,Restraint Use Not determined,30
2015,South Eastern,Hospitalised,17 to 24,Male,Vehicle Occupant,Unrestrained,3
2015,South Eastern,Hospitalised,25 to 29,Male,Bicyclist,Helmet Worn,3
2015,South Eastern,Hospitalised,25 to 29,Male,Motorcyclist,Helmet Not Worn,1
2015,South Eastern,Hospitalised,25 to 29,Male,Motorcyclist,Helmet Worn,14
2015,South Eastern,Hospitalised,25 to 29,Male,Vehicle Occupant,Restrained,28
2015,South Eastern,Hospitalised,25 to 29,Male,Vehicle Occupant,Restraint Use Not determined,14
2015,South Eastern,Hospitalised,25 to 29,Male,Vehicle Occupant,Unrestrained,2
2015,South Eastern,Hospitalised,30 to 39,Male,Bicyclist,Helmet Not Worn,3
2015,South Eastern,Hospitalised,30 to 39,Male,Bicyclist,Helmet Use Not determined,1
2015,South Eastern,Hospitalised,30 to 39,Male,Bicyclist,Helmet Worn,5
2015,South Eastern,Hospitalised,30 to 39,Male,Motorcyclist,Helmet Not Worn,2
2015,South Eastern,Hospitalised,30 to 39,Male,Motorcyclist,Helmet Worn,34
2015,South Eastern,Hospitalised,30 to 39,Male,Motorcyclist,Not applicable,1
2015,South Eastern,Hospitalised,30 to 39,Male,Vehicle Occupant,Restrained,48
2015,South Eastern,Hospitalised,30 to 39,Male,Vehicle Occupant,Restraint Use Not determined,17
2015,South Eastern,Hospitalised,30 to 39,Male,Vehicle Occupant,Unrestrained,2
2015,South Eastern,Hospitalised,40 to 49,Male,Bicyclist,Helmet Not Worn,1
2015,South Eastern,Hospitalised,40 to 49,Male,Bicyclist,Helmet Worn,5
2015,South Eastern,Hospitalised,40 to 49,Male,Motorcyclist,Helmet Worn,29
2015,South Eastern,Hospitalised,40 to 49,Male,Vehicle Occupant,Restrained,33
2015,South Eastern,Hospitalised,40 to 49,Male,Vehicle Occupant,Restraint Use Not determined,12
2015,South Eastern,Hospitalised,50 to 59,Male,Bicyclist,Helmet Not Worn,1
2015,South Eastern,Hospitalised,50 to 59,Male,Bicyclist,Helmet Worn,4
2015,South Eastern,Hospitalised,50 to 59,Male,Motorcyclist,Helmet Use Not determined,1
2015,South Eastern,Hospitalised,50 to 59,Male,Motorcyclist,Helmet Worn,21
2015,South Eastern,Hospitalised,50 to 59,Male,Vehicle Occupant,Not applicable,1
2015,South Eastern,Hospitalised,50 to 59,Male,Vehicle Occupant,Restrained,28
2015,South Eastern,Hospitalised,50 to 59,Male,Vehicle Occupant,Restraint Use Not determined,4
2015,South Eastern,Hospitalised,60 to 74,Male,Bicyclist,Helmet Worn,5
2015,South Eastern,Hospitalised,60 to 74,Male,Motorcyclist,Helmet Use Not determined,1
2015,South Eastern,Hospitalised,60 to 74,Male,Motorcyclist,Helmet Worn,8
2015,South Eastern,Hospitalised,60 to 74,Male,Vehicle Occupant,Restrained,26
2015,South Eastern,Hospitalised,60 to 74,Male,Vehicle Occupant,Restraint Use Not determined,2
2015,South Eastern,Hospitalised,75 and over,Male,Bicyclist,Helmet Worn,1
2015,South Eastern,Hospitalised,75 and over,Male,Vehicle Occupant,Not applicable,1
2015,South Eastern,Hospitalised,75 and over,Male,Vehicle Occupant,Restrained,17
2015,South Eastern,Hospitalised,75 and over,Male,Vehicle Occupant,Restraint Use Not determined,3
2015,South Eastern,Hospitalised,25 to 29,Unknown,Vehicle Occupant,Restraint Use Not determined,1
2015,South Eastern,Medically treated,0 to 16,Female,Bicyclist,Helmet Worn,1
2015,South Eastern,Medically treated,0 to 16,Female,Vehicle Occupant,Not applicable,1
2015,South Eastern,Medically treated,0 to 16,Female,Vehicle Occupant,Restrained,44
2015,South Eastern,Medically treated,0 to 16,Female,Vehicle Occupant,Restraint Use Not determined,9
2015,South Eastern,Medically treated,17 to 24,Female,Bicyclist,Helmet Worn,2
2015,South Eastern,Medically treated,17 to 24,Female,Motorcyclist,Helmet Not Worn,1
2015,South Eastern,Medically treated,17 to 24,Female,Motorcyclist,Helmet Worn,2
2015,South Eastern,Medically treated,17 to 24,Female,Vehicle Occupant,Restrained,137
2015,South Eastern,Medically treated,17 to 24,Female,Vehicle Occupant,Restraint Use Not determined,32
2015,South Eastern,Medically treated,25 to 29,Female,Bicyclist,Helmet Worn,2
2015,South Eastern,Medically treated,25 to 29,Female,Motorcyclist,Helmet Worn,1
2015,South Eastern,Medically treated,25 to 29,Female,Vehicle Occupant,Restrained,93
2015,South Eastern,Medically treated,25 to 29,Female,Vehicle Occupant,Restraint Use Not determined,16
2015,South Eastern,Medically treated,30 to 39,Female,Bicyclist,Helmet Worn,3
2015,South Eastern,Medically treated,30 to 39,Female,Motorcyclist,Helmet Worn,1
2015,South Eastern,Medically treated,30 to 39,Female,Vehicle Occupant,Restrained,148
2015,South Eastern,Medically treated,30 to 39,Female,Vehicle Occupant,Restraint Use Not determined,27
2015,South Eastern,Medically treated,30 to 39,Female,Vehicle Occupant,Unrestrained,2
2015,South Eastern,Medically treated,40 to 49,Female,Bicyclist,Helmet Worn,1
2015,South Eastern,Medically treated,40 to 49,Female,Vehicle Occupant,Not applicable,1
2015,South Eastern,Medically treated,40 to 49,Female,Vehicle Occupant,Restrained,104
2015,South Eastern,Medically treated,40 to 49,Female,Vehicle Occupant,Restraint Use Not determined,25
2015,South Eastern,Medically treated,40 to 49,Female,Vehicle Occupant,Unrestrained,3
2015,South Eastern,Medically treated,50 to 59,Female,Bicyclist,Helmet Worn,3
2015,South Eastern,Medically treated,50 to 59,Female,Motorcyclist,Helmet Worn,4
2015,South Eastern,Medically treated,50 to 59,Female,Vehicle Occupant,Not applicable,1
2015,South Eastern,Medically treated,50 to 59,Female,Vehicle Occupant,Restrained,87
2015,South Eastern,Medically treated,50 to 59,Female,Vehicle Occupant,Restraint Use Not determined,18
2015,South Eastern,Medically treated,50 to 59,Female,Vehicle Occupant,Unrestrained,4
2015,South Eastern,Medically treated,60 to 74,Female,Bicyclist,Helmet Worn,2
2015,South Eastern,Medically treated,60 to 74,Female,Vehicle Occupant,Not applicable,1
2015,South Eastern,Medically treated,60 to 74,Female,Vehicle Occupant,Restrained,73
2015,South Eastern,Medically treated,60 to 74,Female,Vehicle Occupant,Restraint Use Not determined,8
2015,South Eastern,Medically treated,60 to 74,Female,Vehicle Occupant,Unrestrained,2
2015,South Eastern,Medically treated,75 and over,Female,Vehicle Occupant,Restrained,16
2015,South Eastern,Medically treated,Unknown,Female,Vehicle Occupant,Restrained,1
2015,South Eastern,Medically treated,Unknown,Female,Vehicle Occupant,Restraint Use Not determined,3
2015,South Eastern,Medically treated,0 to 16,Male,Bicyclist,Helmet Not Worn,5
2015,South Eastern,Medically treated,0 to 16,Male,Bicyclist,Helmet Use Not determined,2
2015,South Eastern,Medically treated,0 to 16,Male,Bicyclist,Helmet Worn,9
2015,South Eastern,Medically treated,0 to 16,Male,Vehicle Occupant,Restrained,37
2015,South Eastern,Medically treated,0 to 16,Male,Vehicle Occupant,Restraint Use Not determined,6
2015,South Eastern,Medically treated,17 to 24,Male,Bicyclist,Helmet Not Worn,2
2015,South Eastern,Medically treated,17 to 24,Male,Bicyclist,Helmet Use Not determined,1
2015,South Eastern,Medically treated,17 to 24,Male,Bicyclist,Helmet Worn,4
2015,South Eastern,Medically treated,17 to 24,Male,Motorcyclist,Helmet Not Worn,1
2015,South Eastern,Medically treated,17 to 24,Male,Motorcyclist,Helmet Worn,20
2015,South Eastern,Medically treated,17 to 24,Male,Vehicle Occupant,Not applicable,1
2015,South Eastern,Medically treated,17 to 24,Male,Vehicle Occupant,Restrained,105
2015,South Eastern,Medically treated,17 to 24,Male,Vehicle Occupant,Restraint Use Not determined,31
2015,South Eastern,Medically treated,17 to 24,Male,Vehicle Occupant,Unrestrained,3
2015,South Eastern,Medically treated,25 to 29,Male,Bicyclist,Helmet Use Not determined,1
2015,South Eastern,Medically treated,25 to 29,Male,Bicyclist,Helmet Worn,3
2015,South Eastern,Medically treated,25 to 29,Male,Motorcyclist,Helmet Not Worn,1
2015,South Eastern,Medically treated,25 to 29,Male,Motorcyclist,Helmet Worn,9
2015,South Eastern,Medically treated,25 to 29,Male,Vehicle Occupant,Not applicable,1
2015,South Eastern,Medically treated,25 to 29,Male,Vehicle Occupant,Restrained,58
2015,South Eastern,Medically treated,25 to 29,Male,Vehicle Occupant,Restraint Use Not determined,14
2015,South Eastern,Medically treated,25 to 29,Male,Vehicle Occupant,Unrestrained,1
2015,South Eastern,Medically treated,30 to 39,Male,Bicyclist,Helmet Worn,5
2015,South Eastern,Medically treated,30 to 39,Male,Motorcyclist,Helmet Use Not determined,2
2015,South Eastern,Medically treated,30 to 39,Male,Motorcyclist,Helmet Worn,16
2015,South Eastern,Medically treated,30 to 39,Male,Vehicle Occupant,Not applicable,1
2015,South Eastern,Medically treated,30 to 39,Male,Vehicle Occupant,Restrained,87
2015,South Eastern,Medically treated,30 to 39,Male,Vehicle Occupant,Restraint Use Not determined,16
2015,South Eastern,Medically treated,30 to 39,Male,Vehicle Occupant,Unrestrained,1
2015,South Eastern,Medically treated,40 to 49,Male,Bicyclist,Helmet Worn,11
2015,South Eastern,Medically treated,40 to 49,Male,Motorcyclist,Helmet Worn,12
2015,South Eastern,Medically treated,40 to 49,Male,Vehicle Occupant,Restrained,80
2015,South Eastern,Medically treated,40 to 49,Male,Vehicle Occupant,Restraint Use Not determined,23
2015,South Eastern,Medically treated,40 to 49,Male,Vehicle Occupant,Unrestrained,2
2015,South Eastern,Medically treated,50 to 59,Male,Bicyclist,Helmet Worn,10
2015,South Eastern,Medically treated,50 to 59,Male,Motorcyclist,Helmet Worn,8
2015,South Eastern,Medically treated,50 to 59,Male,Vehicle Occupant,Restrained,50
2015,South Eastern,Medically treated,50 to 59,Male,Vehicle Occupant,Restraint Use Not determined,10
2015,South Eastern,Medically treated,50 to 59,Male,Vehicle Occupant,Unrestrained,3
2015,South Eastern,Medically treated,60 to 74,Male,Bicyclist,Helmet Worn,4
2015,South Eastern,Medically treated,60 to 74,Male,Motorcyclist,Helmet Worn,5
2015,South Eastern,Medically treated,60 to 74,Male,Vehicle Occupant,Not applicable,1
2015,South Eastern,Medically treated,60 to 74,Male,Vehicle Occupant,Restrained,43
2015,South Eastern,Medically treated,60 to 74,Male,Vehicle Occupant,Restraint Use Not determined,9
2015,South Eastern,Medically treated,75 and over,Male,Bicyclist,Helmet Worn,1
2015,South Eastern,Medically treated,75 and over,Male,Motorcyclist,Helmet Worn,1
2015,South Eastern,Medically treated,75 and over,Male,Vehicle Occupant,Not applicable,1
2015,South Eastern,Medically treated,75 and over,Male,Vehicle Occupant,Restrained,9
2015,South Eastern,Medically treated,75 and over,Male,Vehicle Occupant,Restraint Use Not determined,2
2015,South Eastern,Medically treated,Unknown,Male,Bicyclist,Helmet Not Worn,1
2015,South Eastern,Medically treated,Unknown,Male,Bicyclist,Helmet Worn,1
2015,South Eastern,Medically treated,17 to 24,Unknown,Vehicle Occupant,Restrained,1
2015,South Eastern,Minor injury,0 to 16,Female,Bicyclist,Helmet Worn,1
2015,South Eastern,Minor injury,0 to 16,Female,Motorcyclist,Helmet Worn,1
2015,South Eastern,Minor injury,0 to 16,Female,Vehicle Occupant,Restrained,6
2015,South Eastern,Minor injury,0 to 16,Female,Vehicle Occupant,Restraint Use Not determined,2
2015,South Eastern,Minor injury,17 to 24,Female,Motorcyclist,Helmet Worn,1
2015,South Eastern,Minor injury,17 to 24,Female,Vehicle Occupant,Not applicable,1
2015,South Eastern,Minor injury,17 to 24,Female,Vehicle Occupant,Restrained,32
2015,South Eastern,Minor injury,17 to 24,Female,Vehicle Occupant,Restraint Use Not determined,7
2015,South Eastern,Minor injury,25 to 29,Female,Vehicle Occupant,Restrained,16
2015,South Eastern,Minor injury,25 to 29,Female,Vehicle Occupant,Restraint Use Not determined,4
2015,South Eastern,Minor injury,25 to 29,Female,Vehicle Occupant,Unrestrained,2
2015,South Eastern,Minor injury,30 to 39,Female,Vehicle Occupant,Not applicable,1
2015,South Eastern,Minor injury,30 to 39,Female,Vehicle Occupant,Restrained,40
2015,South Eastern,Minor injury,30 to 39,Female,Vehicle Occupant,Restraint Use Not determined,10
2015,South Eastern,Minor injury,40 to 49,Female,Bicyclist,Helmet Worn,1
2015,South Eastern,Minor injury,40 to 49,Female,Vehicle Occupant,Restrained,25
2015,South Eastern,Minor injury,40 to 49,Female,Vehicle Occupant,Restraint Use Not determined,5
2015,South Eastern,Minor injury,50 to 59,Female,Motorcyclist,Helmet Worn,1
2015,South Eastern,Minor injury,50 to 59,Female,Vehicle Occupant,Restrained,20
2015,South Eastern,Minor injury,50 to 59,Female,Vehicle Occupant,Restraint Use Not determined,5
2015,South Eastern,Minor injury,50 to 59,Female,Vehicle Occupant,Unrestrained,2
2015,South Eastern,Minor injury,60 to 74,Female,Vehicle Occupant,Restrained,11
2015,South Eastern,Minor injury,60 to 74,Female,Vehicle Occupant,Restraint Use Not determined,2
2015,South Eastern,Minor injury,75 and over,Female,Vehicle Occupant,Restrained,1
2015,South Eastern,Minor injury,Unknown,Female,Vehicle Occupant,Restrained,1
2015,South Eastern,Minor injury,Unknown,Female,Vehicle Occupant,Restraint Use Not determined,2
2015,South Eastern,Minor injury,0 to 16,Male,Bicyclist,Helmet Not Worn,2
2015,South Eastern,Minor injury,0 to 16,Male,Motorcyclist,Helmet Not Worn,1
2015,South Eastern,Minor injury,0 to 16,Male,Motorcyclist,Helmet Worn,1
2015,South Eastern,Minor injury,0 to 16,Male,Vehicle Occupant,Restrained,10
2015,South Eastern,Minor injury,0 to 16,Male,Vehicle Occupant,Restraint Use Not determined,3
2015,South Eastern,Minor injury,17 to 24,Male,Bicyclist,Helmet Worn,1
2015,South Eastern,Minor injury,17 to 24,Male,Motorcyclist,Helmet Worn,1
2015,South Eastern,Minor injury,17 to 24,Male,Vehicle Occupant,Restrained,31
2015,South Eastern,Minor injury,17 to 24,Male,Vehicle Occupant,Restraint Use Not determined,16
2015,South Eastern,Minor injury,25 to 29,Male,Motorcyclist,Helmet Worn,3
2015,South Eastern,Minor injury,25 to 29,Male,Motorcyclist,Not applicable,1
2015,South Eastern,Minor injury,25 to 29,Male,Vehicle Occupant,Not applicable,1
2015,South Eastern,Minor injury,25 to 29,Male,Vehicle Occupant,Restrained,24
2015,South Eastern,Minor injury,25 to 29,Male,Vehicle Occupant,Restraint Use Not determined,6
2015,South Eastern,Minor injury,30 to 39,Male,Motorcyclist,Helmet Use Not determined,1
2015,South Eastern,Minor injury,30 to 39,Male,Motorcyclist,Helmet Worn,5
2015,South Eastern,Minor injury,30 to 39,Male,Vehicle Occupant,Not applicable,1
2015,South Eastern,Minor injury,30 to 39,Male,Vehicle Occupant,Restrained,14
2015,South Eastern,Minor injury,30 to 39,Male,Vehicle Occupant,Restraint Use Not determined,13
2015,South Eastern,Minor injury,30 to 39,Male,Vehicle Occupant,Unrestrained,2
2015,South Eastern,Minor injury,40 to 49,Male,Bicyclist,Helmet Worn,1
2015,South Eastern,Minor injury,40 to 49,Male,Motorcyclist,Helmet Worn,2
2015,South Eastern,Minor injury,40 to 49,Male,Vehicle Occupant,Restrained,27
2015,South Eastern,Minor injury,40 to 49,Male,Vehicle Occupant,Restraint Use Not determined,11
2015,South Eastern,Minor injury,40 to 49,Male,Vehicle Occupant,Unrestrained,1
2015,South Eastern,Minor injury,50 to 59,Male,Motorcyclist,Helmet Worn,2
2015,South Eastern,Minor injury,50 to 59,Male,Vehicle Occupant,Restrained,19
2015,South Eastern,Minor injury,50 to 59,Male,Vehicle Occupant,Restraint Use Not determined,9
2015,South Eastern,Minor injury,60 to 74,Male,Bicyclist,Helmet Worn,2
2015,South Eastern,Minor injury,60 to 74,Male,Motorcyclist,Helmet Worn,1
2015,South Eastern,Minor injury,60 to 74,Male,Vehicle Occupant,Restrained,8
2015,South Eastern,Minor injury,60 to 74,Male,Vehicle Occupant,Restraint Use Not determined,5
2015,South Eastern,Minor injury,75 and over,Male,Vehicle Occupant,Restrained,4
2015,South Eastern,Minor injury,75 and over,Male,Vehicle Occupant,Restraint Use Not determined,1
2015,South Eastern,Minor injury,Unknown,Male,Vehicle Occupant,Restraint Use Not determined,1
2015,South Eastern,Minor injury,0 to 16,Unknown,Vehicle Occupant,Restrained,1
2015,South Eastern,Minor injury,17 to 24,Unknown,Vehicle Occupant,Restrained,1
2015,Southern,Fatality,0 to 16,Female,Vehicle Occupant,Restrained,1
2015,Southern,Fatality,17 to 24,Female,Vehicle Occupant,Restrained,2
2015,Southern,Fatality,25 to 29,Female,Vehicle Occupant,Restrained,2
2015,Southern,Fatality,30 to 39,Female,Vehicle Occupant,Restrained,2
2015,Southern,Fatality,30 to 39,Female,Vehicle Occupant,Restraint Use Not determined,1
2015,Southern,Fatality,40 to 49,Female,Vehicle Occupant,Restrained,1
2015,Southern,Fatality,50 to 59,Female,Motorcyclist,Helmet Worn,1
2015,Southern,Fatality,60 to 74,Female,Vehicle Occupant,Restrained,4
2015,Southern,Fatality,75 and over,Female,Vehicle Occupant,Restrained,3
2015,Southern,Fatality,0 to 16,Male,Vehicle Occupant,Restraint Use Not determined,1
2015,Southern,Fatality,17 to 24,Male,Motorcyclist,Helmet Not Worn,1
2015,Southern,Fatality,17 to 24,Male,Motorcyclist,Helmet Worn,1
2015,Southern,Fatality,17 to 24,Male,Vehicle Occupant,Restrained,2
2015,Southern,Fatality,17 to 24,Male,Vehicle Occupant,Restraint Use Not determined,1
2015,Southern,Fatality,17 to 24,Male,Vehicle Occupant,Unrestrained,1
2015,Southern,Fatality,25 to 29,Male,Motorcyclist,Helmet Worn,2
2015,Southern,Fatality,25 to 29,Male,Vehicle Occupant,Restraint Use Not determined,1
2015,Southern,Fatality,30 to 39,Male,Motorcyclist,Helmet Worn,1
2015,Southern,Fatality,30 to 39,Male,Vehicle Occupant,Restrained,1
2015,Southern,Fatality,30 to 39,Male,Vehicle Occupant,Restraint Use Not determined,3
2015,Southern,Fatality,30 to 39,Male,Vehicle Occupant,Unrestrained,1
2015,Southern,Fatality,40 to 49,Male,Motorcyclist,Helmet Worn,1
2015,Southern,Fatality,40 to 49,Male,Vehicle Occupant,Restrained,4
2015,Southern,Fatality,40 to 49,Male,Vehicle Occupant,Restraint Use Not determined,1
2015,Southern,Fatality,50 to 59,Male,Motorcyclist,Helmet Worn,3
2015,Southern,Fatality,50 to 59,Male,Vehicle Occupant,Restraint Use Not determined,1
2015,Southern,Fatality,60 to 74,Male,Vehicle Occupant,Restrained,5
2015,Southern,Fatality,60 to 74,Male,Vehicle Occupant,Restraint Use Not determined,3
2015,Southern,Fatality,75 and over,Male,Vehicle Occupant,Restrained,7
2015,Southern,Fatality,75 and over,Male,Vehicle Occupant,Restraint Use Not determined,1
2015,Southern,Fatality,75 and over,Male,Vehicle Occupant,Unrestrained,1
2015,Southern,Hospitalised,0 to 16,Female,Bicyclist,Helmet Worn,1
2015,Southern,Hospitalised,0 to 16,Female,Motorcyclist,Helmet Not Worn,1
2015,Southern,Hospitalised,0 to 16,Female,Vehicle Occupant,Restrained,34
2015,Southern,Hospitalised,0 to 16,Female,Vehicle Occupant,Restraint Use Not determined,3
2015,Southern,Hospitalised,0 to 16,Female,Vehicle Occupant,Unrestrained,3
2015,Southern,Hospitalised,17 to 24,Female,Motorcyclist,Helmet Not Worn,1
2015,Southern,Hospitalised,17 to 24,Female,Motorcyclist,Helmet Worn,1
2015,Southern,Hospitalised,17 to 24,Female,Vehicle Occupant,Restrained,96
2015,Southern,Hospitalised,17 to 24,Female,Vehicle Occupant,Restraint Use Not determined,8
2015,Southern,Hospitalised,17 to 24,Female,Vehicle Occupant,Unrestrained,6
2015,Southern,Hospitalised,25 to 29,Female,Bicyclist,Helmet Worn,2
2015,Southern,Hospitalised,25 to 29,Female,Motorcyclist,Helmet Use Not determined,1
2015,Southern,Hospitalised,25 to 29,Female,Vehicle Occupant,Restrained,51
2015,Southern,Hospitalised,25 to 29,Female,Vehicle Occupant,Restraint Use Not determined,4
2015,Southern,Hospitalised,25 to 29,Female,Vehicle Occupant,Unrestrained,3
2015,Southern,Hospitalised,30 to 39,Female,Motorcyclist,Helmet Worn,5
2015,Southern,Hospitalised,30 to 39,Female,Vehicle Occupant,Restrained,50
2015,Southern,Hospitalised,30 to 39,Female,Vehicle Occupant,Restraint Use Not determined,5
2015,Southern,Hospitalised,30 to 39,Female,Vehicle Occupant,Unrestrained,1
2015,Southern,Hospitalised,40 to 49,Female,Bicyclist,Helmet Worn,1
2015,Southern,Hospitalised,40 to 49,Female,Motorcyclist,Helmet Worn,6
2015,Southern,Hospitalised,40 to 49,Female,Vehicle Occupant,Restrained,40
2015,Southern,Hospitalised,40 to 49,Female,Vehicle Occupant,Restraint Use Not determined,10
2015,Southern,Hospitalised,40 to 49,Female,Vehicle Occupant,Unrestrained,4
2015,Southern,Hospitalised,50 to 59,Female,Motorcyclist,Helmet Use Not determined,1
2015,Southern,Hospitalised,50 to 59,Female,Motorcyclist,Helmet Worn,4
2015,Southern,Hospitalised,50 to 59,Female,Vehicle Occupant,Restrained,51
2015,Southern,Hospitalised,50 to 59,Female,Vehicle Occupant,Restraint Use Not determined,2
2015,Southern,Hospitalised,60 to 74,Female,Motorcyclist,Helmet Worn,2
2015,Southern,Hospitalised,60 to 74,Female,Vehicle Occupant,Not applicable,1
2015,Southern,Hospitalised,60 to 74,Female,Vehicle Occupant,Restrained,61
2015,Southern,Hospitalised,60 to 74,Female,Vehicle Occupant,Restraint Use Not determined,6
2015,Southern,Hospitalised,75 and over,Female,Vehicle Occupant,Not applicable,1
