Crash_Year,Crash_Police_Region,Crash_Severity,Involving_Motorcycle_Moped,Involving_Truck,Involving_Bus,Count_Crashes,Count_Casualty_Fatality,Count_Casualty_Hospitalised,Count_Casualty_MedicallyTreated,Count_Casualty_MinorInjury,Count_Casualty_All
2009,South Eastern,Minor injury,No,No,Yes,14,0,0,0,16,16
2009,South Eastern,Minor injury,No,Yes,No,24,0,0,0,24,24
2009,South Eastern,Minor injury,Yes,No,No,34,0,0,0,37,37
2009,South Eastern,Property damage only,No,No,No,1189,0,0,0,0,0
2009,South Eastern,Property damage only,No,No,Yes,25,0,0,0,0,0
2009,South Eastern,Property damage only,No,Yes,No,91,0,0,0,0,0
2009,South Eastern,Property damage only,Yes,No,No,6,0,0,0,0,0
2009,South Eastern,Property damage only,Yes,No,Yes,1,0,0,0,0,0
2009,Southern,Fatal,No,No,No,41,45,28,17,1,91
2009,Southern,Fatal,No,Yes,No,13,13,5,0,3,21
2009,Southern,Fatal,Yes,No,No,8,8,1,1,0,10
2009,Southern,Fatal,Yes,No,Yes,1,1,0,0,0,1
2009,Southern,Hospitalisation,No,No,No,762,0,962,127,102,1191
2009,Southern,Hospitalisation,No,No,Yes,16,0,23,21,4,48
2009,Southern,Hospitalisation,No,Yes,No,88,0,103,16,10,129
2009,Southern,Hospitalisation,No,Yes,Yes,3,0,3,0,0,3
2009,Southern,Hospitalisation,Yes,No,No,164,0,175,7,5,187
2009,Southern,Hospitalisation,Yes,No,Yes,1,0,1,0,0,1
2009,Southern,Hospitalisation,Yes,Yes,No,4,0,4,0,0,4
2009,Southern,Medical treatment,No,No,No,749,0,0,962,82,1044
2009,Southern,Medical treatment,No,No,Yes,18,0,0,20,4,24
2009,Southern,Medical treatment,No,Yes,No,60,0,0,71,6,77
2009,Southern,Medical treatment,No,Yes,Yes,1,0,0,3,0,3
2009,Southern,Medical treatment,Yes,No,No,67,0,0,73,2,75
2009,Southern,Medical treatment,Yes,Yes,No,1,0,0,2,0,2
2009,Southern,Minor injury,No,No,No,365,0,0,0,456,456
2009,Southern,Minor injury,No,No,Yes,8,0,0,0,9,9
2009,Southern,Minor injury,No,Yes,No,30,0,0,0,33,33
2009,Southern,Minor injury,Yes,No,No,28,0,0,0,29,29
2009,Southern,Minor injury,Yes,No,Yes,1,0,0,0,1,1
2009,Southern,Property damage only,No,No,No,1734,0,0,0,0,0
2009,Southern,Property damage only,No,No,Yes,21,0,0,0,0,0
2009,Southern,Property damage only,No,Yes,No,174,0,0,0,0,0
2009,Southern,Property damage only,No,Yes,Yes,2,0,0,0,0,0
2009,Southern,Property damage only,Yes,No,No,3,0,0,0,0,0
2009,Southern,Property damage only,Yes,Yes,No,1,0,0,0,0,0
2009,Unknown,Medical treatment,No,No,No,2,0,0,2,0,2
2009,Unknown,Medical treatment,No,Yes,No,1,0,0,1,0,1
2009,Unknown,Property damage only,No,No,No,10,0,0,0,0,0
2009,Unknown,Property damage only,No,Yes,No,1,0,0,0,0,0
2010,Brisbane,Fatal,No,No,No,17,17,7,1,2,27
2010,Brisbane,Fatal,No,Yes,No,4,5,0,1,0,6
2010,Brisbane,Fatal,Yes,No,No,10,10,3,1,1,15
2010,Brisbane,Fatal,Yes,No,Yes,1,2,0,1,0,3
2010,Brisbane,Fatal,Yes,Yes,No,1,1,0,0,0,1
2010,Brisbane,Hospitalisation,No,No,No,1257,0,1504,206,127,1837
2010,Brisbane,Hospitalisation,No,No,Yes,30,0,36,6,3,45
2010,Brisbane,Hospitalisation,No,Yes,No,110,0,127,16,8,151
2010,Brisbane,Hospitalisation,Yes,No,No,245,0,250,6,9,265
2010,Brisbane,Hospitalisation,Yes,No,Yes,4,0,5,1,0,6
2010,Brisbane,Hospitalisation,Yes,Yes,No,5,0,5,2,1,8
2010,Brisbane,Medical treatment,No,No,No,1619,0,0,1908,162,2070
2010,Brisbane,Medical treatment,No,No,Yes,64,0,0,82,6,88
2010,Brisbane,Medical treatment,No,Yes,No,132,0,0,151,17,168
2010,Brisbane,Medical treatment,No,Yes,Yes,2,0,0,3,1,4
2010,Brisbane,Medical treatment,Yes,No,No,160,0,0,170,6,176
2010,Brisbane,Medical treatment,Yes,No,Yes,4,0,0,4,0,4
2010,Brisbane,Medical treatment,Yes,Yes,No,3,0,0,3,1,4
2010,Brisbane,Minor injury,No,No,No,708,0,0,0,856,856
2010,Brisbane,Minor injury,No,No,Yes,20,0,0,0,20,20
2010,Brisbane,Minor injury,No,Yes,No,66,0,0,0,78,78
2010,Brisbane,Minor injury,No,Yes,Yes,1,0,0,0,1,1
2010,Brisbane,Minor injury,Yes,No,No,65,0,0,0,66,66
2010,Brisbane,Minor injury,Yes,Yes,No,2,0,0,0,2,2
2010,Brisbane,Property damage only,No,No,No,2040,0,0,0,0,0
2010,Brisbane,Property damage only,No,No,Yes,48,0,0,0,0,0
2010,Brisbane,Property damage only,No,Yes,No,199,0,0,0,0,0
2010,Brisbane,Property damage only,No,Yes,Yes,1,0,0,0,0,0
2010,Brisbane,Property damage only,Yes,No,No,18,0,0,0,0,0
2010,Central,Fatal,No,No,No,56,60,36,13,5,114
2010,Central,Fatal,No,Yes,No,12,13,9,5,1,28
2010,Central,Fatal,Yes,No,No,12,12,0,0,0,12
2010,Central,Fatal,Yes,Yes,No,2,2,0,1,0,3
2010,Central,Hospitalisation,No,No,No,835,0,1062,127,87,1276
2010,Central,Hospitalisation,No,No,Yes,11,0,19,13,0,32
2010,Central,Hospitalisation,No,Yes,No,87,0,113,18,5,136
2010,Central,Hospitalisation,No,Yes,Yes,1,0,22,0,0,22
2010,Central,Hospitalisation,Yes,No,No,153,0,163,7,5,175
2010,Central,Hospitalisation,Yes,No,Yes,2,0,2,0,0,2
2010,Central,Hospitalisation,Yes,Yes,No,2,0,2,0,0,2
2010,Central,Medical treatment,No,No,No,871,0,0,1048,85,1133
2010,Central,Medical treatment,No,No,Yes,23,0,0,25,2,27
2010,Central,Medical treatment,No,Yes,No,70,0,0,82,7,89
2010,Central,Medical treatment,No,Yes,Yes,2,0,0,2,0,2
2010,Central,Medical treatment,Yes,No,No,76,0,0,80,2,82
2010,Central,Medical treatment,Yes,No,Yes,1,0,0,1,0,1
2010,Central,Minor injury,No,No,No,427,0,0,0,497,497
2010,Central,Minor injury,No,No,Yes,7,0,0,0,7,7
2010,Central,Minor injury,No,Yes,No,29,0,0,0,35,35
2010,Central,Minor injury,Yes,No,No,39,0,0,0,40,40
2010,Central,Property damage only,No,No,No,2155,0,0,0,0,0
2010,Central,Property damage only,No,No,Yes,29,0,0,0,0,0
2010,Central,Property damage only,No,Yes,No,179,0,0,0,0,0
2010,Central,Property damage only,No,Yes,Yes,2,0,0,0,0,0
2010,Central,Property damage only,Yes,No,No,6,0,0,0,0,0
2010,Northern,Fatal,No,No,No,24,26,16,6,0,48
2010,Northern,Fatal,No,Yes,No,8,8,5,0,0,13
2010,Northern,Fatal,Yes,No,No,5,5,0,0,0,5
2010,Northern,Fatal,Yes,Yes,No,1,1,0,0,0,1
2010,Northern,Hospitalisation,No,No,No,551,0,679,79,32,790
2010,Northern,Hospitalisation,No,No,Yes,19,0,22,4,1,27
2010,Northern,Hospitalisation,No,Yes,No,39,0,44,5,2,51
2010,Northern,Hospitalisation,Yes,No,No,125,0,134,4,5,143
2010,Northern,Hospitalisation,Yes,No,Yes,1,0,1,0,0,1
2010,Northern,Hospitalisation,Yes,Yes,No,1,0,1,0,1,2
2010,Northern,Medical treatment,No,No,No,495,0,0,606,44,650
2010,Northern,Medical treatment,No,No,Yes,9,0,0,9,0,9
2010,Northern,Medical treatment,No,Yes,No,33,0,0,39,2,41
2010,Northern,Medical treatment,Yes,No,No,58,0,0,63,0,63
2010,Northern,Minor injury,No,No,No,207,0,0,0,238,238
2010,Northern,Minor injury,No,No,Yes,7,0,0,0,7,7
2010,Northern,Minor injury,No,Yes,No,15,0,0,0,17,17
2010,Northern,Minor injury,Yes,No,No,26,0,0,0,27,27
2010,Northern,Property damage only,No,No,No,1167,0,0,0,0,0
2010,Northern,Property damage only,No,No,Yes,19,0,0,0,0,0
2010,Northern,Property damage only,No,Yes,No,77,0,0,0,0,0
2010,Northern,Property damage only,No,Yes,Yes,1,0,0,0,0,0
2010,Northern,Property damage only,Yes,No,No,16,0,0,0,0,0
2010,South Eastern,Fatal,No,No,No,16,16,16,1,1,34
2010,South Eastern,Fatal,No,Yes,No,2,2,0,0,0,2
2010,South Eastern,Fatal,Yes,No,No,3,3,2,2,0,7
2010,South Eastern,Fatal,Yes,Yes,No,2,2,0,2,0,4
2010,South Eastern,Hospitalisation,No,No,No,684,0,856,144,90,1090
2010,South Eastern,Hospitalisation,No,No,Yes,13,0,16,1,6,23
2010,South Eastern,Hospitalisation,No,Yes,No,49,0,54,10,9,73
2010,South Eastern,Hospitalisation,No,Yes,Yes,1,0,1,1,0,2
2010,South Eastern,Hospitalisation,Yes,No,No,117,0,123,1,5,129
2010,South Eastern,Hospitalisation,Yes,Yes,No,2,0,2,0,0,2
2010,South Eastern,Medical treatment,No,No,No,886,0,0,1073,92,1165
2010,South Eastern,Medical treatment,No,No,Yes,13,0,0,23,2,25
2010,South Eastern,Medical treatment,No,Yes,No,47,0,0,55,8,63
2010,South Eastern,Medical treatment,No,Yes,Yes,1,0,0,1,2,3
2010,South Eastern,Medical treatment,Yes,No,No,60,0,0,63,2,65
2010,South Eastern,Medical treatment,Yes,Yes,No,3,0,0,3,0,3
2010,South Eastern,Minor injury,No,No,No,374,0,0,0,445,445
2010,South Eastern,Minor injury,No,No,Yes,11,0,0,0,11,11
2010,South Eastern,Minor injury,No,Yes,No,18,0,0,0,19,19
2010,South Eastern,Minor injury,Yes,No,No,27,0,0,0,29,29
2010,South Eastern,Minor injury,Yes,No,Yes,1,0,0,0,1,1
2010,South Eastern,Minor injury,Yes,Yes,No,1,0,0,0,1,1
2010,South Eastern,Property damage only,No,No,No,1174,0,0,0,0,0
2010,South Eastern,Property damage only,No,No,Yes,26,0,0,0,0,0
2010,South Eastern,Property damage only,No,Yes,No,70,0,0,0,0,0
2010,South Eastern,Property damage only,No,Yes,Yes,1,0,0,0,0,0
2010,South Eastern,Property damage only,Yes,No,No,11,0,0,0,0,0
2010,Southern,Fatal,No,No,No,37,38,29,6,0,73
2010,Southern,Fatal,No,No,Yes,1,1,2,5,0,8
2010,Southern,Fatal,No,Yes,No,8,11,6,7,1,25
2010,Southern,Fatal,No,Yes,Yes,1,1,0,0,0,1
2010,Southern,Fatal,Yes,No,No,12,12,2,1,0,15
2010,Southern,Fatal,Yes,Yes,No,1,1,0,0,0,1
2010,Southern,Hospitalisation,No,No,No,706,0,900,136,77,1113
2010,Southern,Hospitalisation,No,No,Yes,6,0,8,5,1,14
2010,Southern,Hospitalisation,No,Yes,No,64,0,76,8,4,88
2010,Southern,Hospitalisation,No,Yes,Yes,1,0,1,0,0,1
2010,Southern,Hospitalisation,Yes,No,No,130,0,136,7,7,150
2010,Southern,Hospitalisation,Yes,Yes,No,2,0,2,0,0,2
2010,Southern,Medical treatment,No,No,No,645,0,0,811,65,876
2010,Southern,Medical treatment,No,No,Yes,8,0,0,10,0,10
2010,Southern,Medical treatment,No,Yes,No,58,0,0,65,5,70
2010,Southern,Medical treatment,No,Yes,Yes,1,0,0,1,1,2
2010,Southern,Medical treatment,Yes,No,No,47,0,0,48,2,50
2010,Southern,Medical treatment,Yes,No,Yes,1,0,0,1,0,1
2010,Southern,Medical treatment,Yes,Yes,No,1,0,0,1,0,1
2010,Southern,Minor injury,No,No,No,349,0,0,0,412,412
2010,Southern,Minor injury,No,No,Yes,6,0,0,0,8,8
2010,Southern,Minor injury,No,Yes,No,39,0,0,0,43,43
2010,Southern,Minor injury,Yes,No,No,22,0,0,0,23,23
2010,Southern,Property damage only,No,No,No,1714,0,0,0,0,0
2010,Southern,Property damage only,No,No,Yes,21,0,0,0,0,0
2010,Southern,Property damage only,No,Yes,No,182,0,0,0,0,0
2010,Southern,Property damage only,No,Yes,Yes,2,0,0,0,0,0
2010,Southern,Property damage only,Yes,No,No,9,0,0,0,0,0
2010,Unknown,Medical treatment,No,No,No,1,0,0,1,0,1
2010,Unknown,Medical treatment,Yes,No,No,1,0,0,1,0,1
2010,Unknown,Property damage only,No,No,No,25,0,0,0,0,0
2010,Unknown,Property damage only,No,Yes,No,1,0,0,0,0,0
2010,Unknown,Property damage only,Yes,No,No,3,0,0,0,0,0
2011,Brisbane,Fatal,No,No,No,17,19,16,2,4,41
2011,Brisbane,Fatal,No,No,Yes,2,2,0,0,0,2
2011,Brisbane,Fatal,No,Yes,No,4,4,2,0,0,6
2011,Brisbane,Fatal,Yes,No,No,7,7,0,1,0,8
2011,Brisbane,Hospitalisation,No,No,No,1105,0,1313,164,105,1582
2011,Brisbane,Hospitalisation,No,No,Yes,34,0,37,6,5,48
2011,Brisbane,Hospitalisation,No,Yes,No,90,0,99,16,6,121
2011,Brisbane,Hospitalisation,No,Yes,Yes,1,0,1,2,13,16
2011,Brisbane,Hospitalisation,Yes,No,No,249,0,262,5,8,275
2011,Brisbane,Hospitalisation,Yes,Yes,No,6,0,6,1,0,7
2011,Brisbane,Medical treatment,No,No,No,1537,0,0,1827,158,1985
2011,Brisbane,Medical treatment,No,No,Yes,53,0,0,70,7,77
2011,Brisbane,Medical treatment,No,Yes,No,127,0,0,152,13,165
2011,Brisbane,Medical treatment,No,Yes,Yes,3,0,0,6,0,6
2011,Brisbane,Medical treatment,Yes,No,No,149,0,0,154,9,163
2011,Brisbane,Medical treatment,Yes,No,Yes,1,0,0,1,0,1
2011,Brisbane,Medical treatment,Yes,Yes,No,3,0,0,5,0,5
2011,Brisbane,Minor injury,No,No,No,622,0,0,0,746,746
2011,Brisbane,Minor injury,No,No,Yes,25,0,0,0,28,28
2011,Brisbane,Minor injury,No,Yes,No,50,0,0,0,56,56
2011,Brisbane,Minor injury,Yes,No,No,49,0,0,0,51,51
2011,Brisbane,Minor injury,Yes,No,Yes,1,0,0,0,1,1
2011,Brisbane,Minor injury,Yes,Yes,No,5,0,0,0,5,5
2011,Central,Fatal,No,No,No,44,58,56,11,1,126
2011,Central,Fatal,No,No,Yes,1,2,1,0,0,3
2011,Central,Fatal,No,Yes,No,18,22,16,6,2,46
2011,Central,Fatal,Yes,No,No,14,15,2,1,1,19
2011,Central,Hospitalisation,No,No,No,892,0,1082,147,53,1282
2011,Central,Hospitalisation,No,No,Yes,17,0,31,6,2,39
2011,Central,Hospitalisation,No,Yes,No,113,0,132,13,7,152
2011,Central,Hospitalisation,Yes,No,No,157,0,162,0,4,166
2011,Central,Hospitalisation,Yes,No,Yes,1,0,1,0,0,1
2011,Central,Hospitalisation,Yes,Yes,No,3,0,3,0,0,3
2011,Central,Medical treatment,No,No,No,762,0,0,934,74,1008
2011,Central,Medical treatment,No,No,Yes,12,0,0,41,2,43
2011,Central,Medical treatment,No,Yes,No,65,0,0,75,5,80
2011,Central,Medical treatment,No,Yes,Yes,2,0,0,10,1,11
2011,Central,Medical treatment,Yes,No,No,86,0,0,87,4,91
2011,Central,Minor injury,No,No,No,368,0,0,0,421,421
2011,Central,Minor injury,No,No,Yes,7,0,0,0,7,7
2011,Central,Minor injury,No,Yes,No,30,0,0,0,34,34
2011,Central,Minor injury,Yes,No,No,19,0,0,0,20,20
2011,Northern,Fatal,No,No,No,16,17,6,4,1,28
2011,Northern,Fatal,No,No,Yes,1,1,0,0,0,1
2011,Northern,Fatal,No,Yes,No,9,9,5,0,1,15
2011,Northern,Fatal,Yes,No,No,2,2,1,0,0,3
2011,Northern,Hospitalisation,No,No,No,533,0,661,97,26,784
2011,Northern,Hospitalisation,No,No,Yes,11,0,20,13,3,36
2011,Northern,Hospitalisation,No,Yes,No,50,0,64,6,2,72
2011,Northern,Hospitalisation,No,Yes,Yes,1,0,2,0,0,2
2011,Northern,Hospitalisation,Yes,No,No,96,0,102,4,1,107
2011,Northern,Hospitalisation,Yes,No,Yes,2,0,2,0,0,2
2011,Northern,Hospitalisation,Yes,Yes,No,1,0,1,0,0,1
2011,Northern,Medical treatment,No,No,No,462,0,0,554,48,602
2011,Northern,Medical treatment,No,No,Yes,8,0,0,8,0,8
2011,Northern,Medical treatment,No,Yes,No,33,0,0,45,3,48
2011,Northern,Medical treatment,Yes,No,No,60,0,0,63,3,66
2011,Northern,Medical treatment,Yes,Yes,No,2,0,0,2,0,2
2011,Northern,Minor injury,No,No,No,179,0,0,0,217,217
2011,Northern,Minor injury,No,No,Yes,3,0,0,0,3,3
2011,Northern,Minor injury,No,Yes,No,20,0,0,0,23,23
2011,Northern,Minor injury,Yes,No,No,14,0,0,0,14,14
2011,South Eastern,Fatal,No,No,No,19,21,15,5,1,42
2011,South Eastern,Fatal,No,No,Yes,1,1,0,0,0,1
2011,South Eastern,Fatal,No,Yes,No,5,8,1,2,1,12
2011,South Eastern,Fatal,Yes,No,No,12,13,0,2,0,15
2011,South Eastern,Fatal,Yes,No,Yes,1,1,0,0,0,1
2011,South Eastern,Hospitalisation,No,No,No,632,0,800,120,68,988
2011,South Eastern,Hospitalisation,No,No,Yes,19,0,21,2,3,26
2011,South Eastern,Hospitalisation,No,Yes,No,49,0,62,7,3,72
2011,South Eastern,Hospitalisation,Yes,No,No,145,0,152,7,10,169
2011,South Eastern,Hospitalisation,Yes,No,Yes,2,0,2,0,0,2
2011,South Eastern,Hospitalisation,Yes,Yes,No,4,0,4,0,0,4
2011,South Eastern,Medical treatment,No,No,No,864,0,0,1047,91,1138
2011,South Eastern,Medical treatment,No,No,Yes,20,0,0,21,1,22
2011,South Eastern,Medical treatment,No,Yes,No,48,0,0,61,4,65
2011,South Eastern,Medical treatment,No,Yes,Yes,1,0,0,1,0,1
2011,South Eastern,Medical treatment,Yes,No,No,49,0,0,51,1,52
2011,South Eastern,Medical treatment,Yes,No,Yes,1,0,0,1,0,1
2011,South Eastern,Medical treatment,Yes,Yes,No,2,0,0,2,0,2
2011,South Eastern,Minor injury,No,No,No,334,0,0,0,392,392
2011,South Eastern,Minor injury,No,No,Yes,11,0,0,0,14,14
2011,South Eastern,Minor injury,No,Yes,No,19,0,0,0,22,22
2011,South Eastern,Minor injury,Yes,No,No,26,0,0,0,27,27
2011,South Eastern,Minor injury,Yes,Yes,No,1,0,0,0,1,1
2011,Southern,Fatal,No,No,No,37,49,18,2,4,73
2011,Southern,Fatal,No,No,Yes,1,1,1,0,0,2
2011,Southern,Fatal,No,Yes,No,9,9,3,1,1,14
2011,Southern,Fatal,Yes,No,No,6,6,0,0,0,6
2011,Southern,Fatal,Yes,Yes,No,1,2,0,1,1,4
2011,Southern,Hospitalisation,No,No,No,750,0,958,111,67,1136
2011,Southern,Hospitalisation,No,No,Yes,13,0,16,3,4,23
2011,Southern,Hospitalisation,No,Yes,No,89,0,101,14,6,121
2011,Southern,Hospitalisation,No,Yes,Yes,1,0,1,3,1,5
2011,Southern,Hospitalisation,Yes,No,No,133,0,139,1,6,146
2011,Southern,Hospitalisation,Yes,No,Yes,2,0,2,0,0,2
2011,Southern,Hospitalisation,Yes,Yes,No,4,0,5,0,0,5
2011,Southern,Medical treatment,No,No,No,635,0,0,752,83,835
2011,Southern,Medical treatment,No,No,Yes,15,0,0,18,0,18
2011,Southern,Medical treatment,No,Yes,No,65,0,0,75,5,80
2011,Southern,Medical treatment,Yes,No,No,47,0,0,50,0,50
2011,Southern,Medical treatment,Yes,Yes,No,1,0,0,1,0,1
2011,Southern,Minor injury,No,No,No,302,0,0,0,358,358
2011,Southern,Minor injury,No,No,Yes,1,0,0,0,1,1
2011,Southern,Minor injury,No,Yes,No,34,0,0,0,38,38
2011,Southern,Minor injury,Yes,No,No,21,0,0,0,22,22
2011,Southern,Minor injury,Yes,Yes,No,2,0,0,0,2,2
2011,Unknown,Hospitalisation,No,No,No,1,0,1,0,0,1
2011,Unknown,Medical treatment,No,No,No,1,0,0,2,1,3
2012,Brisbane,Fatal,No,No,No,9,9,4,0,0,13
2012,Brisbane,Fatal,No,No,Yes,2,2,2,7,3,14
2012,Brisbane,Fatal,No,Yes,No,5,5,4,1,1,11
2012,Brisbane,Fatal,Yes,No,No,9,9,0,4,1,14
2012,Brisbane,Fatal,Yes,Yes,No,1,1,0,0,0,1
2012,Brisbane,Hospitalisation,No,No,No,1139,0,1352,143,130,1625
2012,Brisbane,Hospitalisation,No,No,Yes,31,0,40,1,3,44
2012,Brisbane,Hospitalisation,No,Yes,No,76,0,82,4,11,97
2012,Brisbane,Hospitalisation,Yes,No,No,267,0,284,7,8,299
2012,Brisbane,Hospitalisation,Yes,No,Yes,1,0,1,0,0,1
2012,Brisbane,Hospitalisation,Yes,Yes,No,7,0,7,0,0,7
2012,Brisbane,Medical treatment,No,No,No,1612,0,0,1899,151,2050
2012,Brisbane,Medical treatment,No,No,Yes,59,0,0,69,5,74
2012,Brisbane,Medical treatment,No,Yes,No,119,0,0,139,8,147
2012,Brisbane,Medical treatment,No,Yes,Yes,2,0,0,2,1,3
2012,Brisbane,Medical treatment,Yes,No,No,133,0,0,140,5,145
2012,Brisbane,Medical treatment,Yes,No,Yes,1,0,0,1,0,1
2012,Brisbane,Medical treatment,Yes,Yes,No,7,0,0,7,0,7
2012,Brisbane,Minor injury,No,No,No,566,0,0,0,682,682
2012,Brisbane,Minor injury,No,No,Yes,17,0,0,0,20,20
2012,Brisbane,Minor injury,No,Yes,No,32,0,0,0,34,34
2012,Brisbane,Minor injury,Yes,No,No,39,0,0,0,43,43
2012,Central,Fatal,No,No,No,47,50,38,18,2,108
2012,Central,Fatal,No,No,Yes,1,1,2,0,0,3
2012,Central,Fatal,No,Yes,No,24,36,18,11,1,66
2012,Central,Fatal,Yes,No,No,18,19,3,3,1,26
2012,Central,Fatal,Yes,No,Yes,1,1,0,1,0,2
2012,Central,Fatal,Yes,Yes,No,2,2,0,0,0,2
2012,Central,Hospitalisation,No,No,No,940,0,1157,152,79,1388
2012,Central,Hospitalisation,No,No,Yes,13,0,14,1,0,15
2012,Central,Hospitalisation,No,Yes,No,90,0,107,7,5,119
2012,Central,Hospitalisation,No,Yes,Yes,3,0,8,4,2,14
2012,Central,Hospitalisation,Yes,No,No,187,0,200,8,3,211
2012,Central,Hospitalisation,Yes,Yes,No,4,0,5,0,0,5
2012,Central,Medical treatment,No,No,No,863,0,0,1051,66,1117
2012,Central,Medical treatment,No,No,Yes,18,0,0,21,1,22
2012,Central,Medical treatment,No,Yes,No,88,0,0,98,9,107
2012,Central,Medical treatment,Yes,No,No,95,0,0,102,3,105
2012,Central,Medical treatment,Yes,Yes,No,2,0,0,3,0,3
2012,Central,Minor injury,No,No,No,293,0,0,0,337,337
2012,Central,Minor injury,No,No,Yes,7,0,0,0,13,13
2012,Central,Minor injury,No,Yes,No,20,0,0,0,21,21
2012,Central,Minor injury,Yes,No,No,28,0,0,0,30,30
2012,Northern,Fatal,No,No,No,29,29,10,14,7,60
2012,Northern,Fatal,No,No,Yes,1,1,0,0,0,1
2012,Northern,Fatal,No,Yes,No,9,10,5,2,0,17
2012,Northern,Fatal,Yes,No,No,2,2,0,0,0,2
2012,Northern,Fatal,Yes,Yes,No,1,2,0,0,0,2
2012,Northern,Hospitalisation,No,No,No,526,0,654,69,43,766
2012,Northern,Hospitalisation,No,No,Yes,9,0,12,0,2,14
2012,Northern,Hospitalisation,No,Yes,No,36,0,39,2,2,43
2012,Northern,Hospitalisation,No,Yes,Yes,1,0,1,0,0,1
2012,Northern,Hospitalisation,Yes,No,No,132,0,143,4,4,151
2012,Northern,Hospitalisation,Yes,Yes,No,3,0,3,0,0,3
2012,Northern,Medical treatment,No,No,No,476,0,0,576,53,629
2012,Northern,Medical treatment,No,No,Yes,17,0,0,24,3,27
2012,Northern,Medical treatment,No,Yes,No,27,0,0,30,6,36
2012,Northern,Medical treatment,Yes,No,No,50,0,0,51,0,51
2012,Northern,Minor injury,No,No,No,130,0,0,0,156,156
2012,Northern,Minor injury,No,No,Yes,5,0,0,0,5,5
2012,Northern,Minor injury,No,Yes,No,9,0,0,0,9,9
2012,Northern,Minor injury,Yes,No,No,14,0,0,0,15,15
2012,South Eastern,Fatal,No,No,No,24,28,25,1,1,55
2012,South Eastern,Fatal,No,No,Yes,1,2,0,0,0,2
2012,South Eastern,Fatal,No,Yes,No,4,4,2,1,0,7
2012,South Eastern,Fatal,Yes,No,No,10,11,3,2,1,17
2012,South Eastern,Hospitalisation,No,No,No,640,0,802,134,69,1005
2012,South Eastern,Hospitalisation,No,No,Yes,24,0,25,13,1,39
2012,South Eastern,Hospitalisation,No,Yes,No,43,0,45,0,3,48
2012,South Eastern,Hospitalisation,No,Yes,Yes,1,0,11,2,0,13
2012,South Eastern,Hospitalisation,Yes,No,No,126,0,132,5,9,146
2012,South Eastern,Hospitalisation,Yes,Yes,No,1,0,1,0,0,1
2012,South Eastern,Medical treatment,No,No,No,866,0,0,1067,102,1169
2012,South Eastern,Medical treatment,No,No,Yes,26,0,0,47,0,47
2012,South Eastern,Medical treatment,No,Yes,No,55,0,0,68,2,70
2012,South Eastern,Medical treatment,Yes,No,No,69,0,0,73,2,75
2012,South Eastern,Medical treatment,Yes,Yes,No,3,0,0,3,0,3
2012,South Eastern,Minor injury,No,No,No,293,0,0,0,342,342
2012,South Eastern,Minor injury,No,No,Yes,7,0,0,0,9,9
2012,South Eastern,Minor injury,No,Yes,No,16,0,0,0,16,16
2012,South Eastern,Minor injury,Yes,No,No,18,0,0,0,18,18
2012,South Eastern,Minor injury,Yes,Yes,No,1,0,0,0,1,1
2012,Southern,Fatal,No,No,No,31,32,18,4,1,55
2012,Southern,Fatal,No,Yes,No,11,11,7,3,2,23
2012,Southern,Fatal,Yes,No,No,11,11,1,2,0,14
2012,Southern,Fatal,Yes,Yes,No,2,2,0,0,0,2
2012,Southern,Hospitalisation,No,No,No,783,0,978,101,75,1154
2012,Southern,Hospitalisation,No,No,Yes,10,0,12,1,6,19
2012,Southern,Hospitalisation,No,Yes,No,86,0,110,4,14,128
2012,Southern,Hospitalisation,Yes,No,No,161,0,169,6,4,179
2012,Southern,Hospitalisation,Yes,Yes,No,2,0,2,0,0,2
2012,Southern,Medical treatment,No,No,No,676,0,0,844,58,902
2012,Southern,Medical treatment,No,No,Yes,10,0,0,15,2,17
2012,Southern,Medical treatment,No,Yes,No,63,0,0,77,6,83
2012,Southern,Medical treatment,Yes,No,No,66,0,0,67,1,68
2012,Southern,Medical treatment,Yes,Yes,No,3,0,0,3,0,3
2012,Southern,Minor injury,No,No,No,231,0,0,0,284,284
2012,Southern,Minor injury,No,No,Yes,3,0,0,0,3,3
2012,Southern,Minor injury,No,Yes,No,22,0,0,0,22,22
2012,Southern,Minor injury,Yes,No,No,9,0,0,0,9,9
2012,Unknown,Hospitalisation,No,No,No,10,0,11,1,0,12
2012,Unknown,Hospitalisation,No,No,Yes,1,0,1,0,0,1
2012,Unknown,Hospitalisation,No,Yes,No,2,0,2,0,0,2
2012,Unknown,Hospitalisation,Yes,No,No,1,0,1,1,0,2
2012,Unknown,Medical treatment,No,No,No,4,0,0,4,0,4
2012,Unknown,Medical treatment,No,Yes,No,1,0,0,1,0,1
2012,Unknown,Medical treatment,Yes,No,No,1,0,0,1,0,1
2012,Unknown,Minor injury,No,No,No,4,0,0,0,3,3
2013,Brisbane,Fatal,No,No,No,20,21,12,3,0,36
2013,Brisbane,Fatal,No,Yes,No,3,3,0,1,0,4
2013,Brisbane,Fatal,Yes,No,No,4,4,0,0,0,4
2013,Brisbane,Fatal,Yes,Yes,No,1,1,0,0,0,1
2013,Brisbane,Hospitalisation,No,No,No,1217,0,1440,173,132,1745
2013,Brisbane,Hospitalisation,No,No,Yes,31,0,39,2,4,45
2013,Brisbane,Hospitalisation,No,Yes,No,98,0,116,16,9,141
