Crash_Year,Crash_Police_Region,Crash_Severity,Involving_Male_Driver,Involving_Female_Driver,Involving_Young_Driver_16-24,Involving_Senior_Driver_60plus,Involving_Provisional_Driver,Involving_Overseas_Licensed_Driver,Involving_Unlicensed_Driver,Count_Crashes,Count_Casualty_Fatality,Count_Casualty_Hospitalised,Count_Casualty_MedicallyTreated,Count_Casualty_MinorInjury,Count_Casualty_All
2015,Brisbane,Hospitalisation,No,Yes,Yes,Yes,No,No,No,5,0,6,2,0,8
2015,Brisbane,Hospitalisation,No,Yes,Yes,Yes,Yes,No,No,5,0,8,1,1,10
2015,Brisbane,Hospitalisation,Yes,No,No,No,No,No,No,350,0,374,11,11,396
2015,Brisbane,Hospitalisation,Yes,No,No,No,No,No,Yes,28,0,32,1,1,34
2015,Brisbane,Hospitalisation,Yes,No,No,No,Yes,No,No,15,0,17,1,1,19
2015,Brisbane,Hospitalisation,Yes,No,No,Yes,No,No,No,104,0,117,14,6,137
2015,Brisbane,Hospitalisation,Yes,No,No,Yes,No,No,Yes,3,0,4,1,3,8
2015,Brisbane,Hospitalisation,Yes,No,No,Yes,Yes,No,No,2,0,3,0,2,5
2015,Brisbane,Hospitalisation,Yes,No,Yes,No,No,No,No,92,0,103,5,3,111
2015,Brisbane,Hospitalisation,Yes,No,Yes,No,No,No,Yes,15,0,17,2,0,19
2015,Brisbane,Hospitalisation,Yes,No,Yes,No,Yes,No,No,86,0,103,7,6,116
2015,Brisbane,Hospitalisation,Yes,No,Yes,No,Yes,No,Yes,1,0,2,0,0,2
2015,Brisbane,Hospitalisation,Yes,No,Yes,Yes,No,No,No,9,0,12,0,1,13
2015,Brisbane,Hospitalisation,Yes,No,Yes,Yes,Yes,No,No,12,0,13,1,2,16
2015,Brisbane,Hospitalisation,Yes,Yes,No,No,No,No,No,138,0,166,31,9,206
2015,Brisbane,Hospitalisation,Yes,Yes,No,No,No,No,Yes,6,0,7,5,1,13
2015,Brisbane,Hospitalisation,Yes,Yes,No,No,Yes,No,No,10,0,14,0,1,15
2015,Brisbane,Hospitalisation,Yes,Yes,No,Yes,No,No,No,73,0,89,16,8,113
2015,Brisbane,Hospitalisation,Yes,Yes,No,Yes,No,No,Yes,3,0,5,2,1,8
2015,Brisbane,Hospitalisation,Yes,Yes,No,Yes,Yes,No,No,2,0,2,0,1,3
2015,Brisbane,Hospitalisation,Yes,Yes,Yes,No,No,No,No,55,0,64,10,2,76
2015,Brisbane,Hospitalisation,Yes,Yes,Yes,No,No,No,Yes,8,0,10,1,3,14
2015,Brisbane,Hospitalisation,Yes,Yes,Yes,No,Yes,No,No,55,0,74,8,11,93
2015,Brisbane,Hospitalisation,Yes,Yes,Yes,No,Yes,No,Yes,2,0,3,1,0,4
2015,Brisbane,Hospitalisation,Yes,Yes,Yes,Yes,No,No,No,16,0,21,5,0,26
2015,Brisbane,Hospitalisation,Yes,Yes,Yes,Yes,No,No,Yes,2,0,3,5,0,8
2015,Brisbane,Hospitalisation,Yes,Yes,Yes,Yes,Yes,No,No,11,0,19,5,2,26
2015,Brisbane,Hospitalisation,Yes,Yes,Yes,Yes,Yes,No,Yes,1,0,2,3,0,5
2015,Brisbane,Medical treatment,No,No,No,No,No,No,No,26,0,0,24,0,24
2015,Brisbane,Medical treatment,No,Yes,No,No,No,No,No,217,0,0,248,8,256
2015,Brisbane,Medical treatment,No,Yes,No,No,No,No,Yes,6,0,0,8,1,9
2015,Brisbane,Medical treatment,No,Yes,No,No,Yes,No,No,8,0,0,8,3,11
2015,Brisbane,Medical treatment,No,Yes,No,Yes,No,No,No,61,0,0,71,1,72
2015,Brisbane,Medical treatment,No,Yes,No,Yes,Yes,No,No,2,0,0,2,0,2
2015,Brisbane,Medical treatment,No,Yes,Yes,No,No,No,No,65,0,0,80,13,93
2015,Brisbane,Medical treatment,No,Yes,Yes,No,No,No,Yes,3,0,0,4,1,5
2015,Brisbane,Medical treatment,No,Yes,Yes,No,Yes,No,No,79,0,0,104,5,109
2015,Brisbane,Medical treatment,No,Yes,Yes,Yes,No,No,No,3,0,0,3,0,3
2015,Brisbane,Medical treatment,No,Yes,Yes,Yes,Yes,No,No,9,0,0,12,0,12
2015,Brisbane,Medical treatment,Yes,No,No,No,No,No,No,401,0,0,453,13,466
2015,Brisbane,Medical treatment,Yes,No,No,No,No,No,Yes,15,0,0,19,1,20
2015,Brisbane,Medical treatment,Yes,No,No,No,Yes,No,No,16,0,0,18,0,18
2015,Brisbane,Medical treatment,Yes,No,No,Yes,No,No,No,129,0,0,140,6,146
2015,Brisbane,Medical treatment,Yes,No,No,Yes,No,No,Yes,2,0,0,2,0,2
2015,Brisbane,Medical treatment,Yes,No,No,Yes,Yes,No,No,1,0,0,1,0,1
2015,Brisbane,Medical treatment,Yes,No,Yes,No,No,No,No,125,0,0,149,12,161
2015,Brisbane,Medical treatment,Yes,No,Yes,No,No,No,Yes,8,0,0,9,1,10
2015,Brisbane,Medical treatment,Yes,No,Yes,No,Yes,No,No,97,0,0,111,4,115
2015,Brisbane,Medical treatment,Yes,No,Yes,No,Yes,No,Yes,1,0,0,3,0,3
2015,Brisbane,Medical treatment,Yes,No,Yes,Yes,No,No,No,17,0,0,21,1,22
2015,Brisbane,Medical treatment,Yes,No,Yes,Yes,No,No,Yes,2,0,0,2,0,2
2015,Brisbane,Medical treatment,Yes,No,Yes,Yes,Yes,No,No,5,0,0,7,0,7
2015,Brisbane,Medical treatment,Yes,Yes,No,No,No,No,No,346,0,0,403,29,432
2015,Brisbane,Medical treatment,Yes,Yes,No,No,No,No,Yes,12,0,0,15,1,16
2015,Brisbane,Medical treatment,Yes,Yes,No,No,Yes,No,No,13,0,0,14,1,15
2015,Brisbane,Medical treatment,Yes,Yes,No,Yes,No,No,No,128,0,0,162,9,171
2015,Brisbane,Medical treatment,Yes,Yes,No,Yes,No,No,Yes,2,0,0,4,0,4
2015,Brisbane,Medical treatment,Yes,Yes,No,Yes,Yes,No,No,2,0,0,3,0,3
2015,Brisbane,Medical treatment,Yes,Yes,Yes,No,No,No,No,147,0,0,183,16,199
2015,Brisbane,Medical treatment,Yes,Yes,Yes,No,No,No,Yes,4,0,0,4,0,4
2015,Brisbane,Medical treatment,Yes,Yes,Yes,No,Yes,No,No,122,0,0,149,14,163
2015,Brisbane,Medical treatment,Yes,Yes,Yes,No,Yes,No,Yes,3,0,0,3,0,3
2015,Brisbane,Medical treatment,Yes,Yes,Yes,Yes,No,No,No,28,0,0,35,2,37
2015,Brisbane,Medical treatment,Yes,Yes,Yes,Yes,No,No,Yes,2,0,0,3,0,3
2015,Brisbane,Medical treatment,Yes,Yes,Yes,Yes,Yes,No,No,16,0,0,27,5,32
2015,Brisbane,Medical treatment,Yes,Yes,Yes,Yes,Yes,No,Yes,1,0,0,2,0,2
2015,Brisbane,Minor injury,No,No,No,No,No,No,No,7,0,0,0,7,7
2015,Brisbane,Minor injury,No,Yes,No,No,No,No,No,42,0,0,0,51,51
2015,Brisbane,Minor injury,No,Yes,No,No,No,No,Yes,1,0,0,0,1,1
2015,Brisbane,Minor injury,No,Yes,No,Yes,No,No,No,12,0,0,0,16,16
2015,Brisbane,Minor injury,No,Yes,No,Yes,No,No,Yes,1,0,0,0,1,1
2015,Brisbane,Minor injury,No,Yes,Yes,No,No,No,No,11,0,0,0,12,12
2015,Brisbane,Minor injury,No,Yes,Yes,No,Yes,No,No,9,0,0,0,12,12
2015,Brisbane,Minor injury,No,Yes,Yes,Yes,Yes,No,No,2,0,0,0,4,4
2015,Brisbane,Minor injury,Yes,No,No,No,No,No,No,58,0,0,0,62,62
2015,Brisbane,Minor injury,Yes,No,No,No,No,No,Yes,3,0,0,0,4,4
2015,Brisbane,Minor injury,Yes,No,No,No,Yes,No,No,5,0,0,0,6,6
2015,Brisbane,Minor injury,Yes,No,No,Yes,No,No,No,19,0,0,0,20,20
2015,Brisbane,Minor injury,Yes,No,No,Yes,Yes,No,No,2,0,0,0,2,2
2015,Brisbane,Minor injury,Yes,No,Yes,No,No,No,No,22,0,0,0,28,28
2015,Brisbane,Minor injury,Yes,No,Yes,No,No,No,Yes,1,0,0,0,4,4
2015,Brisbane,Minor injury,Yes,No,Yes,No,Yes,No,No,23,0,0,0,29,29
2015,Brisbane,Minor injury,Yes,No,Yes,Yes,No,No,No,7,0,0,0,8,8
2015,Brisbane,Minor injury,Yes,No,Yes,Yes,Yes,No,No,1,0,0,0,1,1
2015,Brisbane,Minor injury,Yes,Yes,No,No,No,No,No,46,0,0,0,56,56
2015,Brisbane,Minor injury,Yes,Yes,No,No,No,No,Yes,1,0,0,0,1,1
2015,Brisbane,Minor injury,Yes,Yes,No,No,Yes,No,No,3,0,0,0,3,3
2015,Brisbane,Minor injury,Yes,Yes,No,Yes,No,No,No,22,0,0,0,27,27
2015,Brisbane,Minor injury,Yes,Yes,No,Yes,No,No,Yes,1,0,0,0,1,1
2015,Brisbane,Minor injury,Yes,Yes,Yes,No,No,No,No,18,0,0,0,19,19
2015,Brisbane,Minor injury,Yes,Yes,Yes,No,No,No,Yes,4,0,0,0,5,5
2015,Brisbane,Minor injury,Yes,Yes,Yes,No,Yes,No,No,23,0,0,0,26,26
2015,Brisbane,Minor injury,Yes,Yes,Yes,Yes,No,No,No,6,0,0,0,8,8
2015,Brisbane,Minor injury,Yes,Yes,Yes,Yes,Yes,No,No,3,0,0,0,4,4
2015,Central,Fatal,No,No,No,No,No,No,No,1,1,0,0,0,1
2015,Central,Fatal,No,Yes,No,No,No,No,No,4,4,0,3,0,7
2015,Central,Fatal,No,Yes,No,Yes,No,No,No,3,4,3,1,0,8
2015,Central,Fatal,No,Yes,Yes,No,No,No,No,1,1,1,0,0,2
2015,Central,Fatal,No,Yes,Yes,No,Yes,No,No,1,1,1,0,0,2
2015,Central,Fatal,Yes,No,No,No,No,No,No,18,19,8,4,0,31
2015,Central,Fatal,Yes,No,No,No,No,No,Yes,2,3,1,2,0,6
2015,Central,Fatal,Yes,No,No,No,Yes,No,No,3,3,0,0,0,3
2015,Central,Fatal,Yes,No,No,Yes,No,No,No,12,13,3,1,0,17
2015,Central,Fatal,Yes,No,Yes,No,No,No,No,1,1,1,0,0,2
2015,Central,Fatal,Yes,No,Yes,No,No,No,Yes,4,4,2,0,0,6
2015,Central,Fatal,Yes,No,Yes,No,No,Yes,No,1,2,1,0,0,3
2015,Central,Fatal,Yes,No,Yes,No,Yes,No,No,4,4,4,1,0,9
2015,Central,Fatal,Yes,Yes,No,No,No,No,No,2,2,2,2,0,6
2015,Central,Fatal,Yes,Yes,No,Yes,No,No,No,1,1,0,0,0,1
2015,Central,Fatal,Yes,Yes,Yes,No,No,No,No,2,2,1,2,0,5
2015,Central,Fatal,Yes,Yes,Yes,No,Yes,No,No,2,2,2,3,0,7
2015,Central,Fatal,Yes,Yes,Yes,Yes,Yes,No,No,1,1,3,0,0,4
2015,Central,Hospitalisation,No,No,No,No,No,No,No,25,0,27,0,0,27
2015,Central,Hospitalisation,No,Yes,No,No,No,No,No,126,0,146,17,1,164
2015,Central,Hospitalisation,No,Yes,No,No,No,No,Yes,4,0,5,1,1,7
2015,Central,Hospitalisation,No,Yes,No,No,Yes,No,No,9,0,9,2,0,11
2015,Central,Hospitalisation,No,Yes,No,Yes,No,No,No,55,0,70,5,5,80
2015,Central,Hospitalisation,No,Yes,No,Yes,Yes,No,Yes,1,0,2,1,0,3
2015,Central,Hospitalisation,No,Yes,Yes,No,No,No,No,25,0,27,5,2,34
2015,Central,Hospitalisation,No,Yes,Yes,No,No,No,Yes,1,0,1,1,0,2
2015,Central,Hospitalisation,No,Yes,Yes,No,Yes,No,No,46,0,61,3,2,66
2015,Central,Hospitalisation,No,Yes,Yes,Yes,No,No,No,2,0,3,5,0,8
2015,Central,Hospitalisation,No,Yes,Yes,Yes,Yes,No,No,2,0,2,0,2,4
2015,Central,Hospitalisation,Yes,No,No,No,No,No,No,237,0,276,24,18,318
2015,Central,Hospitalisation,Yes,No,No,No,No,No,Yes,39,0,47,5,1,53
2015,Central,Hospitalisation,Yes,No,No,No,Yes,No,No,10,0,12,1,1,14
2015,Central,Hospitalisation,Yes,No,No,Yes,No,No,No,109,0,127,23,7,157
2015,Central,Hospitalisation,Yes,No,No,Yes,No,No,Yes,8,0,8,0,0,8
2015,Central,Hospitalisation,Yes,No,No,Yes,Yes,No,No,3,0,6,2,0,8
2015,Central,Hospitalisation,Yes,No,Yes,No,No,No,No,66,0,74,4,1,79
2015,Central,Hospitalisation,Yes,No,Yes,No,No,No,Yes,18,0,20,4,1,25
2015,Central,Hospitalisation,Yes,No,Yes,No,Yes,No,No,71,0,97,21,6,124
2015,Central,Hospitalisation,Yes,No,Yes,Yes,No,No,No,7,0,17,2,1,20
2015,Central,Hospitalisation,Yes,No,Yes,Yes,No,No,Yes,1,0,1,0,1,2
2015,Central,Hospitalisation,Yes,No,Yes,Yes,Yes,No,No,10,0,14,2,0,16
2015,Central,Hospitalisation,Yes,Yes,No,No,No,No,No,70,0,96,19,3,118
2015,Central,Hospitalisation,Yes,Yes,No,No,No,No,Yes,4,0,4,2,2,8
2015,Central,Hospitalisation,Yes,Yes,No,No,Yes,No,No,7,0,9,0,1,10
2015,Central,Hospitalisation,Yes,Yes,No,Yes,No,No,No,70,0,84,9,2,95
2015,Central,Hospitalisation,Yes,Yes,No,Yes,No,No,Yes,2,0,2,0,0,2
2015,Central,Hospitalisation,Yes,Yes,No,Yes,Yes,No,No,4,0,6,0,1,7
2015,Central,Hospitalisation,Yes,Yes,Yes,No,No,No,No,29,0,36,9,8,53
2015,Central,Hospitalisation,Yes,Yes,Yes,No,No,No,Yes,3,0,3,1,0,4
2015,Central,Hospitalisation,Yes,Yes,Yes,No,Yes,No,No,41,0,47,16,2,65
2015,Central,Hospitalisation,Yes,Yes,Yes,Yes,No,No,No,7,0,8,2,0,10
2015,Central,Hospitalisation,Yes,Yes,Yes,Yes,Yes,No,No,9,0,14,5,1,20
2015,Central,Medical treatment,No,No,No,No,No,No,No,15,0,0,15,1,16
2015,Central,Medical treatment,No,Yes,No,No,No,No,No,142,0,0,184,4,188
2015,Central,Medical treatment,No,Yes,No,No,No,No,Yes,7,0,0,11,0,11
2015,Central,Medical treatment,No,Yes,No,No,Yes,No,No,4,0,0,4,0,4
2015,Central,Medical treatment,No,Yes,No,Yes,No,No,No,55,0,0,59,2,61
2015,Central,Medical treatment,No,Yes,No,Yes,Yes,No,No,1,0,0,1,0,1
2015,Central,Medical treatment,No,Yes,Yes,No,No,No,No,28,0,0,36,0,36
2015,Central,Medical treatment,No,Yes,Yes,No,No,No,Yes,2,0,0,2,0,2
2015,Central,Medical treatment,No,Yes,Yes,No,Yes,No,No,34,0,0,41,2,43
2015,Central,Medical treatment,No,Yes,Yes,Yes,No,No,No,1,0,0,1,0,1
2015,Central,Medical treatment,No,Yes,Yes,Yes,No,No,Yes,1,0,0,1,0,1
2015,Central,Medical treatment,No,Yes,Yes,Yes,Yes,No,No,1,0,0,1,0,1
2015,Central,Medical treatment,Yes,No,No,No,No,No,No,174,0,0,208,6,214
2015,Central,Medical treatment,Yes,No,No,No,No,No,Yes,17,0,0,19,0,19
2015,Central,Medical treatment,Yes,No,No,No,Yes,No,No,17,0,0,19,0,19
2015,Central,Medical treatment,Yes,No,No,Yes,No,No,No,76,0,0,96,3,99
2015,Central,Medical treatment,Yes,No,No,Yes,No,No,Yes,2,0,0,4,0,4
2015,Central,Medical treatment,Yes,No,No,Yes,Yes,No,No,3,0,0,5,0,5
2015,Central,Medical treatment,Yes,No,Yes,No,No,No,No,56,0,0,65,1,66
2015,Central,Medical treatment,Yes,No,Yes,No,No,No,Yes,6,0,0,6,0,6
2015,Central,Medical treatment,Yes,No,Yes,No,Yes,No,No,57,0,0,70,3,73
2015,Central,Medical treatment,Yes,No,Yes,Yes,No,No,No,6,0,0,7,0,7
2015,Central,Medical treatment,Yes,No,Yes,Yes,Yes,No,No,6,0,0,6,0,6
2015,Central,Medical treatment,Yes,Yes,No,No,No,No,No,80,0,0,95,8,103
2015,Central,Medical treatment,Yes,Yes,No,No,No,No,Yes,1,0,0,1,0,1
2015,Central,Medical treatment,Yes,Yes,No,No,Yes,No,No,4,0,0,4,0,4
2015,Central,Medical treatment,Yes,Yes,No,Yes,No,No,No,80,0,0,96,4,100
2015,Central,Medical treatment,Yes,Yes,No,Yes,No,No,Yes,1,0,0,1,1,2
2015,Central,Medical treatment,Yes,Yes,No,Yes,Yes,No,No,1,0,0,1,0,1
2015,Central,Medical treatment,Yes,Yes,Yes,No,No,No,No,36,0,0,44,0,44
2015,Central,Medical treatment,Yes,Yes,Yes,No,No,No,Yes,2,0,0,5,0,5
2015,Central,Medical treatment,Yes,Yes,Yes,No,Yes,No,No,51,0,0,69,6,75
2015,Central,Medical treatment,Yes,Yes,Yes,No,Yes,No,Yes,4,0,0,4,0,4
2015,Central,Medical treatment,Yes,Yes,Yes,Yes,No,No,No,17,0,0,20,1,21
2015,Central,Medical treatment,Yes,Yes,Yes,Yes,Yes,No,No,13,0,0,14,0,14
2015,Central,Minor injury,No,No,No,No,No,No,No,2,0,0,0,2,2
2015,Central,Minor injury,No,Yes,No,No,No,No,No,20,0,0,0,25,25
2015,Central,Minor injury,No,Yes,No,No,No,No,Yes,1,0,0,0,1,1
2015,Central,Minor injury,No,Yes,No,No,Yes,No,No,1,0,0,0,1,1
2015,Central,Minor injury,No,Yes,No,Yes,No,No,No,4,0,0,0,5,5
2015,Central,Minor injury,No,Yes,Yes,No,No,No,No,6,0,0,0,7,7
2015,Central,Minor injury,No,Yes,Yes,No,Yes,No,No,4,0,0,0,6,6
2015,Central,Minor injury,No,Yes,Yes,Yes,Yes,No,No,2,0,0,0,2,2
2015,Central,Minor injury,Yes,No,No,No,No,No,No,31,0,0,0,35,35
2015,Central,Minor injury,Yes,No,No,No,No,No,Yes,2,0,0,0,2,2
2015,Central,Minor injury,Yes,No,No,No,Yes,No,No,3,0,0,0,3,3
2015,Central,Minor injury,Yes,No,No,Yes,No,No,No,14,0,0,0,16,16
2015,Central,Minor injury,Yes,No,No,Yes,No,No,Yes,1,0,0,0,1,1
2015,Central,Minor injury,Yes,No,Yes,No,No,No,No,8,0,0,0,9,9
2015,Central,Minor injury,Yes,No,Yes,No,No,No,Yes,1,0,0,0,1,1
2015,Central,Minor injury,Yes,No,Yes,No,Yes,No,No,10,0,0,0,11,11
2015,Central,Minor injury,Yes,No,Yes,No,Yes,No,Yes,1,0,0,0,1,1
2015,Central,Minor injury,Yes,No,Yes,Yes,No,No,No,1,0,0,0,1,1
2015,Central,Minor injury,Yes,No,Yes,Yes,No,No,Yes,1,0,0,0,1,1
2015,Central,Minor injury,Yes,No,Yes,Yes,Yes,No,No,1,0,0,0,1,1
2015,Central,Minor injury,Yes,Yes,No,No,No,No,No,13,0,0,0,16,16
2015,Central,Minor injury,Yes,Yes,No,No,No,No,Yes,2,0,0,0,3,3
2015,Central,Minor injury,Yes,Yes,No,No,Yes,No,No,1,0,0,0,1,1
2015,Central,Minor injury,Yes,Yes,No,Yes,No,No,No,12,0,0,0,16,16
2015,Central,Minor injury,Yes,Yes,Yes,No,No,No,No,5,0,0,0,8,8
2015,Central,Minor injury,Yes,Yes,Yes,No,Yes,No,No,13,0,0,0,15,15
2015,Central,Minor injury,Yes,Yes,Yes,Yes,Yes,No,No,4,0,0,0,4,4
2015,Northern,Fatal,No,Yes,No,No,No,No,Yes,1,1,2,0,0,3
2015,Northern,Fatal,No,Yes,No,Yes,No,No,No,1,1,0,0,0,1
2015,Northern,Fatal,No,Yes,Yes,No,No,No,No,1,1,0,0,0,1
2015,Northern,Fatal,Yes,No,No,No,No,No,No,17,19,6,0,1,26
2015,Northern,Fatal,Yes,No,No,No,No,No,Yes,6,6,0,1,0,7
2015,Northern,Fatal,Yes,No,No,No,No,Yes,No,1,3,2,0,0,5
2015,Northern,Fatal,Yes,No,No,Yes,No,No,No,8,9,22,0,0,31
2015,Northern,Fatal,Yes,No,Yes,No,No,No,Yes,1,1,1,0,0,2
2015,Northern,Fatal,Yes,No,Yes,No,Yes,No,No,4,4,4,2,3,13
2015,Northern,Fatal,Yes,Yes,No,No,No,No,No,1,1,0,1,0,2
2015,Northern,Fatal,Yes,Yes,Yes,No,Yes,No,No,1,1,0,0,0,1
2015,Northern,Fatal,Yes,Yes,Yes,Yes,No,No,No,1,1,0,0,0,1
2015,Northern,Hospitalisation,No,No,No,No,No,No,No,14,0,15,1,2,18
2015,Northern,Hospitalisation,No,Yes,No,No,No,No,No,89,0,109,12,6,127
2015,Northern,Hospitalisation,No,Yes,No,No,No,No,Yes,7,0,7,1,0,8
2015,Northern,Hospitalisation,No,Yes,No,No,Yes,No,No,4,0,6,0,0,6
2015,Northern,Hospitalisation,No,Yes,No,Yes,No,No,No,24,0,32,2,0,34
2015,Northern,Hospitalisation,No,Yes,No,Yes,No,No,Yes,1,0,1,0,0,1
2015,Northern,Hospitalisation,No,Yes,Yes,No,No,No,No,20,0,21,3,2,26
2015,Northern,Hospitalisation,No,Yes,Yes,No,No,No,Yes,5,0,7,2,0,9
2015,Northern,Hospitalisation,No,Yes,Yes,No,Yes,No,No,19,0,22,4,2,28
2015,Northern,Hospitalisation,No,Yes,Yes,Yes,No,No,No,2,0,3,0,0,3
2015,Northern,Hospitalisation,No,Yes,Yes,Yes,Yes,No,No,2,0,4,0,0,4
2015,Northern,Hospitalisation,Yes,No,No,No,No,No,No,154,0,171,19,5,195
2015,Northern,Hospitalisation,Yes,No,No,No,No,No,Yes,23,0,30,2,2,34
2015,Northern,Hospitalisation,Yes,No,No,No,Yes,No,No,16,0,19,0,2,21
2015,Northern,Hospitalisation,Yes,No,No,Yes,No,No,No,63,0,74,7,4,85
2015,Northern,Hospitalisation,Yes,No,No,Yes,No,No,Yes,1,0,1,0,0,1
2015,Northern,Hospitalisation,Yes,No,Yes,No,No,No,No,28,0,34,6,2,42
2015,Northern,Hospitalisation,Yes,No,Yes,No,No,No,Yes,16,0,20,3,2,25
2015,Northern,Hospitalisation,Yes,No,Yes,No,Yes,No,No,39,0,49,1,1,51
2015,Northern,Hospitalisation,Yes,No,Yes,Yes,No,No,No,3,0,3,0,0,3
2015,Northern,Hospitalisation,Yes,No,Yes,Yes,Yes,No,No,4,0,5,1,1,7
2015,Northern,Hospitalisation,Yes,Yes,No,No,No,No,No,40,0,51,2,6,59
2015,Northern,Hospitalisation,Yes,Yes,No,No,No,No,Yes,6,0,6,0,1,7
2015,Northern,Hospitalisation,Yes,Yes,No,No,Yes,No,No,6,0,7,2,1,10
2015,Northern,Hospitalisation,Yes,Yes,No,Yes,No,No,No,33,0,39,5,5,49
2015,Northern,Hospitalisation,Yes,Yes,No,Yes,Yes,No,No,1,0,1,0,0,1
2015,Northern,Hospitalisation,Yes,Yes,Yes,No,No,No,No,9,0,13,2,0,15
2015,Northern,Hospitalisation,Yes,Yes,Yes,No,No,No,Yes,2,0,2,0,0,2
2015,Northern,Hospitalisation,Yes,Yes,Yes,No,Yes,No,No,18,0,22,4,3,29
2015,Northern,Hospitalisation,Yes,Yes,Yes,No,Yes,No,Yes,2,0,3,4,1,8
2015,Northern,Hospitalisation,Yes,Yes,Yes,Yes,No,No,No,5,0,8,4,0,12
2015,Northern,Hospitalisation,Yes,Yes,Yes,Yes,No,No,Yes,1,0,1,0,0,1
2015,Northern,Hospitalisation,Yes,Yes,Yes,Yes,Yes,No,No,5,0,8,2,0,10
2015,Northern,Hospitalisation,Yes,Yes,Yes,Yes,Yes,No,Yes,1,0,2,0,0,2
2015,Northern,Medical treatment,No,No,No,No,No,No,No,10,0,0,11,0,11
2015,Northern,Medical treatment,No,Yes,No,No,No,No,No,62,0,0,70,5,75
2015,Northern,Medical treatment,No,Yes,No,No,No,No,Yes,4,0,0,5,0,5
2015,Northern,Medical treatment,No,Yes,No,No,Yes,No,No,4,0,0,6,0,6
2015,Northern,Medical treatment,No,Yes,No,Yes,No,No,No,22,0,0,26,2,28
2015,Northern,Medical treatment,No,Yes,No,Yes,No,No,Yes,1,0,0,1,0,1
2015,Northern,Medical treatment,No,Yes,Yes,No,No,No,No,13,0,0,16,0,16
2015,Northern,Medical treatment,No,Yes,Yes,No,No,No,Yes,2,0,0,4,1,5
2015,Northern,Medical treatment,No,Yes,Yes,No,Yes,No,No,24,0,0,31,0,31
2015,Northern,Medical treatment,No,Yes,Yes,Yes,No,No,No,2,0,0,2,0,2
2015,Northern,Medical treatment,No,Yes,Yes,Yes,Yes,No,No,1,0,0,2,0,2
2015,Northern,Medical treatment,Yes,No,No,No,No,No,No,96,0,0,113,7,120
2015,Northern,Medical treatment,Yes,No,No,No,No,No,Yes,3,0,0,4,0,4
2015,Northern,Medical treatment,Yes,No,No,No,Yes,No,No,7,0,0,7,0,7
2015,Northern,Medical treatment,Yes,No,No,Yes,No,No,No,32,0,0,38,4,42
2015,Northern,Medical treatment,Yes,No,No,Yes,No,No,Yes,1,0,0,1,1,2
2015,Northern,Medical treatment,Yes,No,No,Yes,Yes,No,No,2,0,0,3,0,3
2015,Northern,Medical treatment,Yes,No,Yes,No,No,No,No,25,0,0,31,3,34
2015,Northern,Medical treatment,Yes,No,Yes,No,No,No,Yes,5,0,0,6,0,6
2015,Northern,Medical treatment,Yes,No,Yes,No,Yes,No,No,24,0,0,31,0,31
2015,Northern,Medical treatment,Yes,No,Yes,No,Yes,No,Yes,1,0,0,1,0,1
2015,Northern,Medical treatment,Yes,No,Yes,Yes,No,No,No,2,0,0,2,0,2
2015,Northern,Medical treatment,Yes,No,Yes,Yes,Yes,No,No,3,0,0,4,0,4
2015,Northern,Medical treatment,Yes,Yes,No,No,No,No,No,59,0,0,66,8,74
2015,Northern,Medical treatment,Yes,Yes,No,No,No,No,Yes,3,0,0,5,1,6
2015,Northern,Medical treatment,Yes,Yes,No,Yes,No,No,No,32,0,0,42,1,43
2015,Northern,Medical treatment,Yes,Yes,No,Yes,No,No,Yes,1,0,0,1,0,1
2015,Northern,Medical treatment,Yes,Yes,Yes,No,No,No,No,20,0,0,24,2,26
2015,Northern,Medical treatment,Yes,Yes,Yes,No,No,No,Yes,3,0,0,3,0,3
2015,Northern,Medical treatment,Yes,Yes,Yes,No,Yes,No,No,23,0,0,42,5,47
2015,Northern,Medical treatment,Yes,Yes,Yes,Yes,No,No,No,11,0,0,13,1,14
2015,Northern,Medical treatment,Yes,Yes,Yes,Yes,Yes,No,No,4,0,0,4,1,5
2015,Northern,Minor injury,No,No,No,No,No,No,No,5,0,0,0,5,5
2015,Northern,Minor injury,No,Yes,No,No,No,No,No,10,0,0,0,11,11
2015,Northern,Minor injury,No,Yes,No,No,Yes,No,No,1,0,0,0,2,2
2015,Northern,Minor injury,No,Yes,Yes,No,No,No,No,1,0,0,0,1,1
2015,Northern,Minor injury,No,Yes,Yes,No,Yes,No,No,4,0,0,0,4,4
2015,Northern,Minor injury,Yes,No,No,No,No,No,No,31,0,0,0,34,34
2015,Northern,Minor injury,Yes,No,No,No,No,No,Yes,3,0,0,0,5,5
2015,Northern,Minor injury,Yes,No,No,No,Yes,No,No,2,0,0,0,2,2
2015,Northern,Minor injury,Yes,No,No,Yes,No,No,No,5,0,0,0,5,5
2015,Northern,Minor injury,Yes,No,Yes,No,No,No,No,5,0,0,0,7,7
2015,Northern,Minor injury,Yes,No,Yes,No,No,No,Yes,1,0,0,0,1,1
2015,Northern,Minor injury,Yes,No,Yes,No,Yes,No,No,3,0,0,0,5,5
2015,Northern,Minor injury,Yes,No,Yes,Yes,No,No,No,2,0,0,0,4,4
2015,Northern,Minor injury,Yes,Yes,No,No,No,No,No,15,0,0,0,17,17
2015,Northern,Minor injury,Yes,Yes,No,No,No,No,Yes,3,0,0,0,4,4
